Job Title,Job Type,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Company URL,Recommend Job
Data Engineer,Job Type : Full-time,₹405K - ₹606K (Glassdoor est.),"Your Job
As an Embedded Data Engineer at Indeed, your role is to deliver the information your business partners need to grow the business. You will assist business teams in drawing insights from our data. You are someone who wants to see the impact of their work and make a difference every day. You know what it takes to deliver quality reporting and business intelligence solutions to the organization. You understand the value and benefit of solid data practices and how to translate that into satisfied business partners.
You are someone who is passionate about data-driven approaches. You enjoy exploring large data sets and get excited about learning new technologies and learning in a collaborative environment. You are skilled at eliciting requirements from a wide range of different teams.",4.3,"Indeed
4.3",Hyderābād,-1,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),http://www.indeed.com/,88 %
CIEL/SEL/16993: Data Scientist,Job Type : Full-time,₹405K - ₹606K (Glassdoor est.),"We are hiring for Data Scientist roles with one of the leading CMMi Level 5 IT Company

Kindly find the details below
:
Position: Data Scientist

Job Location: Pune

JOB DESCRIPTION
JD
:
6+ years of hands on experience in data science areas and developing machine learning models for Capital Markets / Trading
• Experience in end to end execution of ML Classification Model – Time Serie Forecasting (ARIMA/ARMA), Multivariate Regression, SVM/Random Forest/CHAID with structured Data • Experience in building Sentiment Analysis in Automated Trading
:• Partner closely with project managers to deconstruct business problems of the client, develop data models and algorithms that deliver meaningful insights
• Outstanding analytical and problem-solving skills• Excellent client presentation Tools/Platform Knowledge
:• Python• AWS/GCP will be plus
Education
:• Master in Statistics/Economics/Mathematics or equivalent• Python Industry certification



Experience: 6
to 10 Years
Qualification
: B.E/B.Tech, MCA, BCA, M.Tech

Why should you consider this opportunity?
Opportunity to work with highly passionate people with excellent working environment.
Can look forward to grow within the organization

How to apply for the job
:Please email your resume with Subject Line;-
Data Scientist

Interested candidates kindly contact
:Tarun
Email
: Tarun@cielhr.com",4.3,"CIEL HR Services
4.3",Pune,-1,201 to 500 Employees,2015,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),http://www.cielhr.com/,86 %
CIEL/SEL/16993: Data Scientist,Job Type : Full-time,₹405K - ₹606K (Glassdoor est.),"We are hiring for Data Scientist roles with one of the leading CMMi Level 5 IT Company

Kindly find the details below
:
Position: Data Scientist

Job Location: Pune

JOB DESCRIPTION
JD
:
6+ years of hands on experience in data science areas and developing machine learning models for Capital Markets / Trading
• Experience in end to end execution of ML Classification Model – Time Serie Forecasting (ARIMA/ARMA), Multivariate Regression, SVM/Random Forest/CHAID with structured Data • Experience in building Sentiment Analysis in Automated Trading
:• Partner closely with project managers to deconstruct business problems of the client, develop data models and algorithms that deliver meaningful insights
• Outstanding analytical and problem-solving skills• Excellent client presentation Tools/Platform Knowledge
:• Python• AWS/GCP will be plus
Education
:• Master in Statistics/Economics/Mathematics or equivalent• Python Industry certification



Experience: 6
to 10 Years
Qualification
: B.E/B.Tech, MCA, BCA, M.Tech

Why should you consider this opportunity?
Opportunity to work with highly passionate people with excellent working environment.
Can look forward to grow within the organization

How to apply for the job
:Please email your resume with Subject Line;-
Data Scientist

Interested candidates kindly contact
:Tarun
Email
: Tarun@cielhr.com",4.3,"CIEL HR Services
4.3",Pune,-1,1 to 50 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),http://www.dropthought.com/,79 %
Data Analyst,Job Type : Full-time,₹405K - ₹606K (Glassdoor est.),"Description
Passionate about building great software.
Nimble and flexible enough to thrive in a rapidly evolving business environment.
An independent thinker able to execute on tasks with a minimum amount of direction and not a technologist who just executes on specs.
Able to have big thoughts and the courage to voice them
Comfortable in a small, self-driven, team environment.
Collaborative work style – no fear of pair-programming – like feedback on your designs/code
Requirements
o Proven working experience as a Data Analyst or Business Data Analyst with overall experience of min 8 to 10 years
o Bachelors/Masters degree in Engineering / Computer Science or equivalent
o Technical expertise regarding data models, database design development, data mining and segmentation techniques
o Strong knowledge of database languages such as SQL and ETL frameworks; spreadsheet tools such as Microsoft Excel; and data visualization software such as Tibco Spotfire
o Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, etc)
o Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
o Adept at queries, report writing and presenting findings
Benefits
Team Outings
Great Training Opportunities
Great Organizational Culture
Paid Time Off",-1,Dropthought,Chennai,-1,1001 to 5000 Employees,2004,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,http://www.avalara.com/,73 %
Data Science Engineer,Job Type : Full-time,₹405K - ₹606K (Glassdoor est.),"Introduction
At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. Are you ready to lead in this new era of technology and solve some of the world's most challenging problems? If so, lets talk.

Your Role and Responsibilities
As a Data Science Engineer you will be responsible for building and optimizing our data models to detect security vulnerabilities that can operate on large amount of data in an efficient manner as well as making this capability available as a service. You will also work with our software developers on integrating this capability with infrastructure automation software towards offering it as an end to end applications protection and recovery service .

You must be self- directed and comfortable dealing with complexity. The right candidate will be excited by the prospect of optimizing or even re- designing our anomaly detection and correlation models. The solutions developed by you would be highly scalable and will be deployed on platforms like Kubernetes, VMware and public clouds.

Required Technical and Professional Expertise







Preferred Technical and Professional Expertise

About Business UnitAt Global Technology Services (GTS), we help our clients envision the future by offering end-to-end IT and technology support services, supported by an unmatched global delivery network. It's a unique blend of bold new ideas and client-first thinking. If you can restlessly reinvent yourself and solve problems in new ways, work on both technology and business projects, and ask, ""What else is possible?"" GTS is the place for you!

Your Life @ IBMWhat matters to you when you’re looking for your next career challenge?

Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities – where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust – where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.

Impact. Inclusion. Infinite Experiences. Do your best work ever.

About IBMIBM’s greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries.

Location StatementFor additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBMIBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.",3.9,"IBM
3.9",Bangalore,-1,10000+ Employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),http://www.ibm.com/,78 %
Data Science Engineer,Job Type : Full-time,₹405K - ₹606K (Glassdoor est.),"Conducting full lifecycle analysis to include requirements, activities and design/ Data analysts will develop analysis and reporting capabilities/ Interpret data, analyze results using statistical techniques and provide ongoing reports/ Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality/ Acquire data from primary or secondary data sources and maintain databases/data systems/ Identify, analyze, and interpret trends or patterns in complex data sets/ Filter and ""clean"" data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems/ Work with management to prioritize business and information needs/ Locate and define new process improvement opportunities/ Monitor performance and quality control plans to identify improvements

5.00-8.00 Years",3.5,"IBM
3.9",Bangalore,-1,1001 to 5000 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,http://www.utkarsh.bank/,58 %
ETL Data Engineer,Job Type : Full-time,₹405K - ₹606K (Glassdoor est.),"NTT DATA Services strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now.
We are currently seeking a ETL Data Engineer to join our team in Bangalore, Karnātaka (IN-KA), India (IN). In these roles you will be responsible for: - Responsible for the end to end development and testing of the Talend processes, including documenting technical data flows between operational systems - Should have experience working with multiple file formats especially with Parquet, JSON, CSV - Should have experience with moving data into S3 folder structures and working with Talend Spark jobs on AWS EMR - Should be able to use APIs to dynamically extract integrate and load data in target schema using Talend. Experience with JSON and XML formats as part of API integration - Should be responsible for building extraction and mapping rules for loading data from multiple sources using Talend - Should have hand-on experience with AWS S3, Redshift, Aurora along with Talend - Should have good understanding of Teradata, SQL Requirements for this role include: - 5 years of total experience in IT and seeking previous 3 years with Talend ETL Data Integration - Big Data Cloud AWS Technologies experience - Knowledge of Oracle Unix Linux Shell scripting and version control Tools - Experience on Redshift and Aurora - Preferences: - Optional (nice-to-have's) - Talend certification Preferred - AWS Certified Professionals Preferred Required schedule availability for this position is Monday-Friday (9 AM to 6:00pm IST). The shift timings can be changed as per client requirements. Additionally, resources may have to do overtime and work on weekend's basis business requirement.

5.00-8.00 Years",3.7,"NTT Data
3.7",Bangalore,-1,10000+ Employees,1967,Company - Public,IT Services,Information Technology,$10+ billion (USD),http://www.nttdata.com/joinus,70 %
ETL Data Engineer,Job Type : Full-time,₹405K - ₹606K (Glassdoor est.),"NTT DATA Services strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now.
We are currently seeking a ETL Data Engineer to join our team in Bangalore, Karnātaka (IN-KA), India (IN). In these roles you will be responsible for: - Responsible for the end to end development and testing of the Talend processes, including documenting technical data flows between operational systems - Should have experience working with multiple file formats especially with Parquet, JSON, CSV - Should have experience with moving data into S3 folder structures and working with Talend Spark jobs on AWS EMR - Should be able to use APIs to dynamically extract integrate and load data in target schema using Talend. Experience with JSON and XML formats as part of API integration - Should be responsible for building extraction and mapping rules for loading data from multiple sources using Talend - Should have hand-on experience with AWS S3, Redshift, Aurora along with Talend - Should have good understanding of Teradata, SQL Requirements for this role include: - 5 years of total experience in IT and seeking previous 3 years with Talend ETL Data Integration - Big Data Cloud AWS Technologies experience - Knowledge of Oracle Unix Linux Shell scripting and version control Tools - Experience on Redshift and Aurora - Preferences: - Optional (nice-to-have's) - Talend certification Preferred - AWS Certified Professionals Preferred Required schedule availability for this position is Monday-Friday (9 AM to 6:00pm IST). The shift timings can be changed as per client requirements. Additionally, resources may have to do overtime and work on weekend's basis business requirement.

5.00-8.00 Years",3.7,"NTT Data
3.7",Bangalore,-1,51 to 200 Employees,2006,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,http://www.darshansoftech.com/,80 %
Web / Data Analyst,Job Type : Full-time,₹405K - ₹606K (Glassdoor est.),"Job Summary
Work with website analytical tools such as Google Analytics and others as necessary.
Analyse digital data across web/mobile/social channels.
Identifying actionable insights.
Measuring campaign performance and market trends across digital channels.
Seek out and review new analytics tools that would benefit the business
Defining and analysing KPI’s to aid key strategic decisions.
Becoming a key Google Analytics user driving the positive use of digital analytics.
Ensure the accuracy of data and reports to ensure the highest quality of standards.",4.1,"Darshan Soft-Tech
4.1",Vadodara,-1,10000+ Employees,1871,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),http://www.danskebank.com/,70 %
Data Engineer,Job Type : Full-time,₹405K - ₹606K (Glassdoor est.),"Company Description

Headquartered in New York, USA, with offices in UK, India, Australia, Brazil, UAE and Singapore, Fintellix, a Verisk business, is a leading Compliance, Risk & Analytics Products and Solutions provider for the Global Financial Services Industry. Fintellix’s solutions are available for on-premises implementations as well as provisioning from Regional Cloud Infrastructure. Fintellix is funded by venture capital majors Sequoia Capital and IDG Ventures to accelerate market expansion and boost product innovation efforts. To learn more about Fintellix please visit us at: www.fintellix.com. We are proud to be a part of the Verisk family of companies!
At the heart of what we do is help clients manage risk. Verisk (Nasdaq: VRSK) provides data and insights to our customers in insurance, energy and the financial services markets so they can make faster and more informed decisions.",-1,Verisk Financial,Bangalore,-1,5001 to 10000 Employees,1971,Company - Public,Research & Development,Business Services,$2 to $5 billion (USD),http://www.verisk.com/,82 %
Data Engineer,Job Type : Full-time,₹405K - ₹606K (Glassdoor est.),"Job Title: Data Engineer
Location: Chennai, Coimbatore, Pune , Bangalore, Gurgaon, Hyderabad
Experience: 2-12yrs

Job Description:
Looking for Data Engineer

2.00-12.00 Years",-1,EMVEE Information Technologies Private Limited,Hyderābād,-1,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,http://www.emveetech.com/,100 %
Data Engineer,Job Type : Full-time,₹405K - ₹606K (Glassdoor est.),"Job: Technology
Primary Location: Asia-India-Chennai
Other Locations: Asia-India-Bangalore
Schedule: Full-time
Employee Status: Permanent
Posting Date: 20/May/2021, 12:19:11 PM
Unposting Date: Ongoing
About Standard Chartered
We are a leading international bank focused on helping people and companies prosper across Asia, Africa and the Middle East.
To us, good performance is about much more than turning a profit. It's about showing how you embody our valued behaviours - do the right thing, better together and never settle - as well as our brand promise, Here for good.",-1,Standard Chartered,Bangalore,-1,10000+ Employees,1969,Company - Public,Investment Banking & Asset Management,Finance,$10 to $25 million (USD),http://www.sc.com/,77 %
Data Engineer,Job Type : Full-time,₹405K - ₹606K (Glassdoor est.),"Job: Technology
Primary Location: Asia-India-Chennai
Other Locations: Asia-India-Bangalore
Schedule: Full-time
Employee Status: Permanent
Posting Date: 20/May/2021, 12:19:11 PM
Unposting Date: Ongoing
About Standard Chartered
We are a leading international bank focused on helping people and companies prosper across Asia, Africa and the Middle East.
To us, good performance is about much more than turning a profit. It's about showing how you embody our valued behaviours - do the right thing, better together and never settle - as well as our brand promise, Here for good.",-1,Standard Chartered,Bangalore,-1,10000+ Employees,1836,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),http://www.wolterskluwer.com/,73 %
Data Engineer,Job Type : Full-time,₹405K - ₹606K (Glassdoor est.),"Job Description
Looking for a data engineer that will help us to maintain accurate data into data warehouse using multiple technologies and also help in providing data insights by building visualization/dashboards. You will also be working closely with data science team to build data pipe lines for various projects.
Responsibilities
Analyze data using state-of-the-art methods.
Build and maintain ETL jobs to keep data up to date in data warehouse from various sources like RDBMS, Salesforce, flat files, json files, DynamoDb etc.
Create and maintain visualization/dashboards on variety of data using visualization tool.",-1,Wolters Kluwer,Pune,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,http://www.iflex.ru/,100 %
Data Engineer,Job Type : Full-time,₹405K - ₹606K (Glassdoor est.),"Permanent position with US based client of iFlex.
Work Location: Bangalore
Experience Level: 2+ Years
Role:
As part of our global team you will work on the data platform reporting to the Data Engineering Lead. Your role includes specification, development, test and rollout of features on our data platform. You are expected to contribute to the vision, understand our product roadmap, integrate business value andclient experience and contribute to build an engineering culture within the team. This initiative is of critical important to the success of the organization and our roadmap, for instance, services like liquidity analytics, billing, client onboarding, reporting and others will rely on the data platform. Accurate, granular, complete and timely data will be our key differentiating factor and competitive advantage in the market place. We expect the successful candidate to deliver high quality software and to be passionate about data engineering..",-1,IFLEX,Bangalore,-1,10000+ Employees,1923,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),http://www.nielsen.com/,76 %
Senior Data Scientist - Kochi,-1,₹637K - ₹767K (Glassdoor est.),"Our GRAD (Global Research, Analysis, and Development) Marketing Effectiveness team in Kochi has an opportunity available for a Data Scientist. The associate would manage and mentor a team of data quality professionals that would oversee the management of data we use in our analytic solutions. Collectively the team would administer the overall program, train people on how to do the necessary work, manage and guide associates who handle data, help customers and creators connect, and assist when difficulties arise. This team could leverage many different tools and methods to meet our objectives. These include, but are not limited to, Six Sigma or Lean Six Sigma, and machine learning methods.

ROLE DETAILS:

Be the primary GRAD representative during the data management decision-making process involving Product Leadership and Technology organizations. Identify and implement opportunities that accelerate our ability to clearly define ideal data requirements for each analytic use case.",-1,Nielsen,Cochin,-1,10000+ Employees,1923,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),http://www.nielsen.com/,76 %
Senior Data Scientist - Kochi,-1,₹637K - ₹767K (Glassdoor est.),"Our GRAD (Global Research, Analysis, and Development) Marketing Effectiveness team in Kochi has an opportunity available for a Data Scientist. The associate would manage and mentor a team of data quality professionals that would oversee the management of data we use in our analytic solutions. Collectively the team would administer the overall program, train people on how to do the necessary work, manage and guide associates who handle data, help customers and creators connect, and assist when difficulties arise. This team could leverage many different tools and methods to meet our objectives. These include, but are not limited to, Six Sigma or Lean Six Sigma, and machine learning methods.

ROLE DETAILS:

Be the primary GRAD representative during the data management decision-making process involving Product Leadership and Technology organizations. Identify and implement opportunities that accelerate our ability to clearly define ideal data requirements for each analytic use case.",-1,Nielsen,Cochin,-1,10000+ Employees,1923,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),http://www.nielsen.com/,76 %
Senior Data Scientist - Kochi,-1,₹637K - ₹767K (Glassdoor est.),"Our GRAD (Global Research, Analysis, and Development) Marketing Effectiveness team in Kochi has an opportunity available for a Data Scientist. The associate would manage and mentor a team of data quality professionals that would oversee the management of data we use in our analytic solutions. Collectively the team would administer the overall program, train people on how to do the necessary work, manage and guide associates who handle data, help customers and creators connect, and assist when difficulties arise. This team could leverage many different tools and methods to meet our objectives. These include, but are not limited to, Six Sigma or Lean Six Sigma, and machine learning methods.

ROLE DETAILS:

Be the primary GRAD representative during the data management decision-making process involving Product Leadership and Technology organizations. Identify and implement opportunities that accelerate our ability to clearly define ideal data requirements for each analytic use case.",-1,Nielsen,Cochin,-1,10000+ Employees,1923,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),http://www.nielsen.com/,76 %
Senior Data Scientist - Kochi,-1,₹637K - ₹767K (Glassdoor est.),"Our GRAD (Global Research, Analysis, and Development) Marketing Effectiveness team in Kochi has an opportunity available for a Data Scientist. The associate would manage and mentor a team of data quality professionals that would oversee the management of data we use in our analytic solutions. Collectively the team would administer the overall program, train people on how to do the necessary work, manage and guide associates who handle data, help customers and creators connect, and assist when difficulties arise. This team could leverage many different tools and methods to meet our objectives. These include, but are not limited to, Six Sigma or Lean Six Sigma, and machine learning methods.

ROLE DETAILS:

Be the primary GRAD representative during the data management decision-making process involving Product Leadership and Technology organizations. Identify and implement opportunities that accelerate our ability to clearly define ideal data requirements for each analytic use case.",-1,Nielsen,Cochin,-1,10000+ Employees,1923,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),http://www.nielsen.com/,76 %
Senior Data Scientist - Kochi,-1,₹637K - ₹767K (Glassdoor est.),"Our GRAD (Global Research, Analysis, and Development) Marketing Effectiveness team in Kochi has an opportunity available for a Data Scientist. The associate would manage and mentor a team of data quality professionals that would oversee the management of data we use in our analytic solutions. Collectively the team would administer the overall program, train people on how to do the necessary work, manage and guide associates who handle data, help customers and creators connect, and assist when difficulties arise. This team could leverage many different tools and methods to meet our objectives. These include, but are not limited to, Six Sigma or Lean Six Sigma, and machine learning methods.

ROLE DETAILS:

Be the primary GRAD representative during the data management decision-making process involving Product Leadership and Technology organizations. Identify and implement opportunities that accelerate our ability to clearly define ideal data requirements for each analytic use case.",-1,Nielsen,Cochin,-1,10000+ Employees,1923,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),http://www.nielsen.com/,76 %
Senior Data Scientist - Kochi,-1,₹637K - ₹767K (Glassdoor est.),"Our GRAD (Global Research, Analysis, and Development) Marketing Effectiveness team in Kochi has an opportunity available for a Data Scientist. The associate would manage and mentor a team of data quality professionals that would oversee the management of data we use in our analytic solutions. Collectively the team would administer the overall program, train people on how to do the necessary work, manage and guide associates who handle data, help customers and creators connect, and assist when difficulties arise. This team could leverage many different tools and methods to meet our objectives. These include, but are not limited to, Six Sigma or Lean Six Sigma, and machine learning methods.

ROLE DETAILS:

Be the primary GRAD representative during the data management decision-making process involving Product Leadership and Technology organizations. Identify and implement opportunities that accelerate our ability to clearly define ideal data requirements for each analytic use case.",-1,Nielsen,Cochin,-1,10000+ Employees,1923,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),http://www.nielsen.com/,76 %
Senior Data Scientist - Kochi,-1,₹637K - ₹767K (Glassdoor est.),"Our GRAD (Global Research, Analysis, and Development) Marketing Effectiveness team in Kochi has an opportunity available for a Data Scientist. The associate would manage and mentor a team of data quality professionals that would oversee the management of data we use in our analytic solutions. Collectively the team would administer the overall program, train people on how to do the necessary work, manage and guide associates who handle data, help customers and creators connect, and assist when difficulties arise. This team could leverage many different tools and methods to meet our objectives. These include, but are not limited to, Six Sigma or Lean Six Sigma, and machine learning methods.

ROLE DETAILS:

Be the primary GRAD representative during the data management decision-making process involving Product Leadership and Technology organizations. Identify and implement opportunities that accelerate our ability to clearly define ideal data requirements for each analytic use case.",-1,Nielsen,Cochin,-1,10000+ Employees,1923,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),http://www.nielsen.com/,76 %
Senior Data Scientist - Kochi,-1,₹637K - ₹767K (Glassdoor est.),"Our GRAD (Global Research, Analysis, and Development) Marketing Effectiveness team in Kochi has an opportunity available for a Data Scientist. The associate would manage and mentor a team of data quality professionals that would oversee the management of data we use in our analytic solutions. Collectively the team would administer the overall program, train people on how to do the necessary work, manage and guide associates who handle data, help customers and creators connect, and assist when difficulties arise. This team could leverage many different tools and methods to meet our objectives. These include, but are not limited to, Six Sigma or Lean Six Sigma, and machine learning methods.

ROLE DETAILS:

Be the primary GRAD representative during the data management decision-making process involving Product Leadership and Technology organizations. Identify and implement opportunities that accelerate our ability to clearly define ideal data requirements for each analytic use case.",-1,Nielsen,Cochin,-1,10000+ Employees,1923,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),http://www.nielsen.com/,76 %
Senior Data Scientist - Kochi,-1,₹637K - ₹767K (Glassdoor est.),"Our GRAD (Global Research, Analysis, and Development) Marketing Effectiveness team in Kochi has an opportunity available for a Data Scientist. The associate would manage and mentor a team of data quality professionals that would oversee the management of data we use in our analytic solutions. Collectively the team would administer the overall program, train people on how to do the necessary work, manage and guide associates who handle data, help customers and creators connect, and assist when difficulties arise. This team could leverage many different tools and methods to meet our objectives. These include, but are not limited to, Six Sigma or Lean Six Sigma, and machine learning methods.

ROLE DETAILS:

Be the primary GRAD representative during the data management decision-making process involving Product Leadership and Technology organizations. Identify and implement opportunities that accelerate our ability to clearly define ideal data requirements for each analytic use case.",-1,Nielsen,Cochin,-1,10000+ Employees,1923,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),http://www.nielsen.com/,76 %
Senior Data Scientist - Kochi,-1,₹637K - ₹767K (Glassdoor est.),"Our GRAD (Global Research, Analysis, and Development) Marketing Effectiveness team in Kochi has an opportunity available for a Data Scientist. The associate would manage and mentor a team of data quality professionals that would oversee the management of data we use in our analytic solutions. Collectively the team would administer the overall program, train people on how to do the necessary work, manage and guide associates who handle data, help customers and creators connect, and assist when difficulties arise. This team could leverage many different tools and methods to meet our objectives. These include, but are not limited to, Six Sigma or Lean Six Sigma, and machine learning methods.

ROLE DETAILS:

Be the primary GRAD representative during the data management decision-making process involving Product Leadership and Technology organizations. Identify and implement opportunities that accelerate our ability to clearly define ideal data requirements for each analytic use case.",-1,Nielsen,Cochin,-1,10000+ Employees,1923,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),http://www.nielsen.com/,76 %
Senior Data Scientist - Kochi,-1,₹637K - ₹767K (Glassdoor est.),"Our GRAD (Global Research, Analysis, and Development) Marketing Effectiveness team in Kochi has an opportunity available for a Data Scientist. The associate would manage and mentor a team of data quality professionals that would oversee the management of data we use in our analytic solutions. Collectively the team would administer the overall program, train people on how to do the necessary work, manage and guide associates who handle data, help customers and creators connect, and assist when difficulties arise. This team could leverage many different tools and methods to meet our objectives. These include, but are not limited to, Six Sigma or Lean Six Sigma, and machine learning methods.

ROLE DETAILS:

Be the primary GRAD representative during the data management decision-making process involving Product Leadership and Technology organizations. Identify and implement opportunities that accelerate our ability to clearly define ideal data requirements for each analytic use case.",-1,Nielsen,Cochin,-1,10000+ Employees,1923,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),http://www.nielsen.com/,76 %
Senior Data Scientist - Kochi,-1,₹637K - ₹767K (Glassdoor est.),"Our GRAD (Global Research, Analysis, and Development) Marketing Effectiveness team in Kochi has an opportunity available for a Data Scientist. The associate would manage and mentor a team of data quality professionals that would oversee the management of data we use in our analytic solutions. Collectively the team would administer the overall program, train people on how to do the necessary work, manage and guide associates who handle data, help customers and creators connect, and assist when difficulties arise. This team could leverage many different tools and methods to meet our objectives. These include, but are not limited to, Six Sigma or Lean Six Sigma, and machine learning methods.

ROLE DETAILS:

Be the primary GRAD representative during the data management decision-making process involving Product Leadership and Technology organizations. Identify and implement opportunities that accelerate our ability to clearly define ideal data requirements for each analytic use case.",-1,Nielsen,Cochin,-1,10000+ Employees,1923,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),http://www.nielsen.com/,76 %
Senior Data Scientist - Kochi,-1,₹637K - ₹767K (Glassdoor est.),"Our GRAD (Global Research, Analysis, and Development) Marketing Effectiveness team in Kochi has an opportunity available for a Data Scientist. The associate would manage and mentor a team of data quality professionals that would oversee the management of data we use in our analytic solutions. Collectively the team would administer the overall program, train people on how to do the necessary work, manage and guide associates who handle data, help customers and creators connect, and assist when difficulties arise. This team could leverage many different tools and methods to meet our objectives. These include, but are not limited to, Six Sigma or Lean Six Sigma, and machine learning methods.

ROLE DETAILS:

Be the primary GRAD representative during the data management decision-making process involving Product Leadership and Technology organizations. Identify and implement opportunities that accelerate our ability to clearly define ideal data requirements for each analytic use case.",-1,Nielsen,Cochin,-1,10000+ Employees,1923,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),http://www.nielsen.com/,76 %
Senior Data Scientist - Kochi,-1,₹637K - ₹767K (Glassdoor est.),"Our GRAD (Global Research, Analysis, and Development) Marketing Effectiveness team in Kochi has an opportunity available for a Data Scientist. The associate would manage and mentor a team of data quality professionals that would oversee the management of data we use in our analytic solutions. Collectively the team would administer the overall program, train people on how to do the necessary work, manage and guide associates who handle data, help customers and creators connect, and assist when difficulties arise. This team could leverage many different tools and methods to meet our objectives. These include, but are not limited to, Six Sigma or Lean Six Sigma, and machine learning methods.

ROLE DETAILS:

Be the primary GRAD representative during the data management decision-making process involving Product Leadership and Technology organizations. Identify and implement opportunities that accelerate our ability to clearly define ideal data requirements for each analytic use case.",-1,Nielsen,Cochin,-1,10000+ Employees,1923,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),http://www.nielsen.com/,76 %
Senior Data Scientist - Kochi,-1,₹637K - ₹767K (Glassdoor est.),"Our GRAD (Global Research, Analysis, and Development) Marketing Effectiveness team in Kochi has an opportunity available for a Data Scientist. The associate would manage and mentor a team of data quality professionals that would oversee the management of data we use in our analytic solutions. Collectively the team would administer the overall program, train people on how to do the necessary work, manage and guide associates who handle data, help customers and creators connect, and assist when difficulties arise. This team could leverage many different tools and methods to meet our objectives. These include, but are not limited to, Six Sigma or Lean Six Sigma, and machine learning methods.

ROLE DETAILS:

Be the primary GRAD representative during the data management decision-making process involving Product Leadership and Technology organizations. Identify and implement opportunities that accelerate our ability to clearly define ideal data requirements for each analytic use case.",-1,Nielsen,Cochin,-1,10000+ Employees,1923,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),http://www.nielsen.com/,76 %
